"","bromus_lambdaPred.v2","bromus_SDM","bromus_remoteSensing","x","y","bromusCover"
"1",NA,0.806416094303131,0,-119.970833332973,47.8106871083259,32
"2",0,0.787374973297119,5,-119.687499999638,47.6272881229484,12.3000002
"3",0,0.819039046764374,4,-119.679166666304,47.6272881229484,4.6999998
"4",0,0.787374973297119,5,-119.687499999638,47.6272881229484,11.6999998
"5",0,0.819039046764374,4,-119.679166666304,47.6272881229484,14.6999998
"6",0,0.787374973297119,5,-119.687499999638,47.6272881229484,1
"7",0,0.787374973297119,5,-119.687499999638,47.6272881229484,14.3000002
"8",0,0.819039046764374,4,-119.679166666304,47.6272881229484,11
"9",0,0.787374973297119,5,-119.687499999638,47.6272881229484,4.6999998
"10",0,0.819039046764374,4,-119.679166666304,47.6272881229484,5.3000002
"11",0,0.794859051704407,5,-119.687499999638,47.6356244404655,12
"12",0,0.819039046764374,4,-119.679166666304,47.6272881229484,10.6999998
"13",0,0.830626904964447,5,-119.679166666304,47.6356244404655,28.7000008
"14",0,0.794859051704407,5,-119.687499999638,47.6356244404655,18.2999992
"15",0,0.794859051704407,5,-119.687499999638,47.6356244404655,9.3000002
"16",0,0.794859051704407,5,-119.687499999638,47.6356244404655,21.2999992
"17",0,0.794859051704407,5,-119.687499999638,47.6356244404655,6.6999998
"18",0,0.794859051704407,5,-119.687499999638,47.6356244404655,32.2999992
"19",0,0.784501314163208,5,-119.687499999638,47.6189518054312,2
"20",0,0.803227066993713,5,-119.679166666304,47.6189518054312,0.7
"21",0,0.784501314163208,5,-119.687499999638,47.6189518054312,8.6999998
"22",0,0.803227066993713,5,-119.679166666304,47.6189518054312,1.7
"23",0,0.784501314163208,5,-119.687499999638,47.6189518054312,4.3000002
"24",0,0.803227066993713,5,-119.679166666304,47.6189518054312,3.7
"25",0,0.803227066993713,5,-119.679166666304,47.6189518054312,3.7
"26",0,0.803227066993713,5,-119.679166666304,47.6189518054312,12.3000002
"27",0,0.784501314163208,5,-119.687499999638,47.6189518054312,5.3000002
"28",0,0.784501314163208,5,-119.687499999638,47.6189518054312,5.3000002
"29",0,0.803227066993713,5,-119.679166666304,47.6189518054312,3
"30",0,0.784501314163208,5,-119.687499999638,47.6189518054312,9.3000002
"31",0,0.803227066993713,5,-119.679166666304,47.6189518054312,14.3000002
"32",0,0.784501314163208,5,-119.687499999638,47.6189518054312,5
"33",0,0.784501314163208,5,-119.687499999638,47.6189518054312,6
"34",0,0.784501314163208,5,-119.687499999638,47.6189518054312,8.3000002
"35",0,0.784501314163208,5,-119.687499999638,47.6189518054312,11
"36",0,0.784501314163208,5,-119.687499999638,47.6189518054312,6
"37",0,0.803227066993713,5,-119.679166666304,47.6189518054312,10.6999998
"38",0,0.803227066993713,5,-119.679166666304,47.6189518054312,2
"39",0,0.803227066993713,5,-119.679166666304,47.6189518054312,3.3
"40",0,0.803227066993713,5,-119.679166666304,47.6189518054312,1
"41",0,0.803227066993713,5,-119.679166666304,47.6189518054312,2.7
"42",0,0.803227066993713,5,-119.679166666304,47.6189518054312,35.2999992
"43",0,0.803227066993713,5,-119.679166666304,47.6189518054312,27
"44",0,0.803227066993713,5,-119.679166666304,47.6189518054312,20
"45",0,0.803227066993713,5,-119.679166666304,47.6189518054312,9.6999998
"46",0,0.803227066993713,5,-119.679166666304,47.6189518054312,37
"47",0,0.803227066993713,5,-119.679166666304,47.6189518054312,8.3000002
"48",0,0.803227066993713,5,-119.679166666304,47.6189518054312,17.2999992
"49",0,0.803227066993713,5,-119.679166666304,47.6189518054312,28
"50",0,0.803227066993713,5,-119.679166666304,47.6189518054312,7
"51",0,0.803227066993713,5,-119.679166666304,47.6189518054312,19
"52",0,0.803227066993713,5,-119.679166666304,47.6189518054312,32.2999992
"53",0,0.803227066993713,5,-119.679166666304,47.6189518054312,10.3000002
"54",0,0.803227066993713,5,-119.679166666304,47.6189518054312,9.6999998
"55",0,0.819039046764374,4,-119.679166666304,47.6272881229484,16.2999992
"56",0,0.819039046764374,4,-119.679166666304,47.6272881229484,24.2999992
"57",0,0.819039046764374,4,-119.679166666304,47.6272881229484,9.3000002
"58",0,0.819039046764374,4,-119.679166666304,47.6272881229484,4
"59",0,0.787374973297119,5,-119.687499999638,47.6272881229484,4.3000002
"60",0,0.819039046764374,4,-119.679166666304,47.6272881229484,3.7
"61",0,0.819039046764374,4,-119.679166666304,47.6272881229484,4.3000002
"62",0,0.819039046764374,4,-119.679166666304,47.6272881229484,8.6999998
"63",0,0.787374973297119,5,-119.687499999638,47.6272881229484,16.2999992
"64",0,0.819039046764374,4,-119.679166666304,47.6272881229484,7
"65",0,0.819039046764374,4,-119.679166666304,47.6272881229484,16.2999992
"66",0,0.819039046764374,4,-119.679166666304,47.6272881229484,16.2999992
"67",0,0.819039046764374,4,-119.679166666304,47.6272881229484,6.6999998
"68",0,0.787374973297119,5,-119.687499999638,47.6272881229484,7.6999998
"69",0,0.787374973297119,5,-119.687499999638,47.6272881229484,12
"70",0,0.819039046764374,4,-119.679166666304,47.6272881229484,15.6999998
"71",0,0.819039046764374,4,-119.679166666304,47.6272881229484,20
"72",0,0.819039046764374,4,-119.679166666304,47.6272881229484,10
"73",0,0.0459162816405296,0,-108.412499999573,48.9527626081767,0
"74",0,0.0437929965555668,0,-108.404166666239,48.9527626081767,0
"75",0,0.90274178981781,5,-119.787499999638,47.4105438675022,1
"76",0,0.90303361415863,5,-119.787499999638,47.4022075499851,19
"77",0,0.0623127073049545,2,-108.845833332908,48.7193457176962,0
"78",0,0.0755050852894783,0,-107.254166666233,48.8277178454193,0
"79",0,0.0656900256872177,0,-107.262499999566,48.8360541629364,0
"80",0,0.0828952193260193,0,-108.220833332905,48.7026730826619,0
"81",0,0.0724797174334526,0,-108.212499999571,48.7026730826619,0
"82",0,0.764360725879669,5,-120.312499999641,46.9520464040585,0.5
"83",0,0.764360725879669,5,-120.312499999641,46.9520464040585,0
"84",0,0.778084993362427,1,-120.320833332975,46.9520464040585,0
"85",0,0.821744322776794,0,-120.220833332974,46.9353737690242,0
"86",0,0.751357793807983,4,-120.287499999641,46.9437100865413,3.5
"87",0,0.826049089431763,4,-120.18749999964,46.9353737690242,0.5
"88",0,0.804694533348083,0,-120.195833332974,46.927037451507,0
"89",0,0.838492631912231,0,-120.229166666307,46.9353737690242,8.5
"90",0,0.817705154418945,0,-120.279166666308,46.927037451507,0.5
"91",0,0.838492631912231,0,-120.229166666307,46.9353737690242,0
"92",0,0.823586165904999,0,-120.312499999641,46.9437100865413,0
"93",0,0.817705154418945,0,-120.279166666308,46.927037451507,4
"94",0,0.760676443576813,1,-120.262499999641,46.9187011339898,0.4
"95",0,0.839075982570648,1,-120.212499999641,46.927037451507,0
"96",0,0.837159693241119,1,-120.220833332974,46.927037451507,0.2
"97",0,0.804694533348083,0,-120.195833332974,46.927037451507,0.8
"98",0,0.769885718822479,0,-120.195833332974,46.9353737690242,1.2
"99",0,0.838492631912231,0,-120.229166666307,46.9353737690242,0.6
"100",0,0.781312942504883,0,-120.279166666308,46.9353737690242,0
"101",0,0.79448527097702,0,-120.254166666307,46.9353737690242,0
"102",0,0.81975930929184,0,-120.145833332974,46.9353737690242,0.2
"103",0,0.751357793807983,4,-120.287499999641,46.9437100865413,0
"104",0,0.821207165718079,0,-120.254166666307,46.9437100865413,0
"105",0,0.0917152762413025,0,-106.912499999564,48.6359825425246,0
"106",0,0.0772716701030731,0,-106.904166666231,48.6359825425246,0
"107",0.0893815532326698,0.0951125249266624,0,-107.720833332902,48.5943009549388,0
"108",0.0893815532326698,0.0963118225336075,0,-107.729166666235,48.5943009549388,0
"109",0,0.813334941864014,0,-120.229166666307,46.9020284989555,0.5
"110",0,0.862247884273529,0,-120.195833332974,46.9187011339898,0
"111",0,0.829171776771545,5,-120.179166666307,46.9020284989555,0
"112",0,0.879475772380829,0,-120.070833332973,46.9187011339898,0
"113",0,0.791908204555511,5,-120.220833332974,46.9103648164727,0.5
"114",0,0.809643805027008,0,-120.220833332974,46.9187011339898,1.5
"115",0,0.908867418766022,5,-120.287499999641,46.8853558639212,2
"116",0,0.914696931838989,5,-120.295833332974,46.8853558639212,6.5
"117",0,0.809643805027008,0,-120.220833332974,46.9187011339898,0
"118",0,0.842434346675873,2,-120.095833332973,46.927037451507,0
"119",0,0.809643805027008,0,-120.220833332974,46.9187011339898,0.5
"120",0,0.757904827594757,0,-120.237499999641,46.9103648164727,0
"121",0,0.877377271652222,1,-120.070833332973,46.927037451507,0.5
"122",0,0.875485599040985,2,-120.179166666307,46.9103648164727,0
"123",0,0.896787703037262,1,-120.120833332973,46.9187011339898,0
"124",0,0.804694533348083,0,-120.195833332974,46.927037451507,1
"125",0,0.882686614990234,3,-120.287499999641,46.8770195464041,1.2
"126",0,0.804340541362762,5,-120.179166666307,46.8936921814384,0
"127",0,0.842185616493225,2,-120.170833332974,46.9020284989555,0.8
"128",0,0.87958699464798,0,-120.312499999641,46.9020284989555,26.6000004
"129",0,0.813334941864014,0,-120.229166666307,46.9020284989555,0.2
"130",0,0.882162868976593,0,-120.154166666307,46.9103648164727,0
"131",0,0.839075982570648,1,-120.212499999641,46.927037451507,0
"132",0,0.854980111122131,0,-120.204166666307,46.9187011339898,0.2
"133",0,0.809643805027008,0,-120.220833332974,46.9187011339898,1
"134",0,0.839075982570648,1,-120.212499999641,46.927037451507,0
"135",0,0.869357347488403,0,-120.154166666307,46.927037451507,0
"136",0,0.869357347488403,0,-120.154166666307,46.927037451507,0.6
"137",0,0.83032888174057,0,-120.13749999964,46.9353737690242,0
"138",0,0.849076628684998,3,-120.08749999964,46.9353737690242,3.2
"139",0,0.83032888174057,0,-120.13749999964,46.9353737690242,0
"140",0,0.887041568756104,5,-120.354166666308,46.8353379588183,1
"141",0,0.866816282272339,0,-120.354166666308,46.8270016413011,8
"142",0,0.813671410083771,0,-120.13749999964,46.8770195464041,0
"143",0,0.882943034172058,3,-120.08749999964,46.9103648164727,0
"144",0,0.914020299911499,5,-120.270833332974,46.8603469113697,0.5
"145",0,0.902951598167419,5,-120.354166666308,46.8436742763354,0
"146",0,0.879439532756805,5,-120.304166666308,46.8436742763354,4
"147",0,0.912749588489532,5,-120.279166666308,46.8686832288869,0
"148",0,0.857222199440002,5,-120.345833332975,46.8353379588183,5
"149",0,0.880664229393005,4,-120.029166666306,46.9020284989555,10.5
"150",0,0.907256007194519,5,-120.362499999641,46.8436742763354,11.5
"151",0,0.857222199440002,5,-120.345833332975,46.8353379588183,7
"152",0,0.889134466648102,5,-120.079166666306,46.9103648164727,0
"153",0,0.854700207710266,5,-120.020833332973,46.8936921814384,0.5
"154",0,0.905531644821167,5,-120.379166666308,46.8520105938526,9
"155",0,0.908323049545288,5,-120.354166666308,46.8520105938526,10
"156",0,0.86315244436264,0,-120.11249999964,46.8853558639212,3.5
"157",0,0.882669985294342,5,-120.270833332974,46.8520105938526,3
"158",0,0.888294637203217,4,-120.095833332973,46.8770195464041,1.5
"159",0,0.902951598167419,5,-120.354166666308,46.8436742763354,5
"160",0,0.86589914560318,1,-120.329166666308,46.8520105938526,0.4
"161",0,0.878574073314667,5,-120.287499999641,46.8520105938526,0
"162",0,0.855862021446228,0,-120.287499999641,46.8603469113697,0
"163",0,0.906279683113098,5,-120.254166666307,46.8603469113697,9.3999996
"164",0,0.922075629234314,3,-120.279166666308,46.8770195464041,0.2
"165",0,0.805494070053101,0,-120.170833332974,46.8936921814384,0.4
"166",0,0.894789099693298,0,-120.145833332974,46.8936921814384,0
"167",0,0.883557736873627,4,-120.220833332974,46.8270016413011,0.5
"168",0,0.83945244550705,5,-120.03749999964,46.8686832288869,0
"169",0,0.88372677564621,5,-120.287499999641,46.8103290062668,13.5
"170",0,0.862884700298309,5,-120.304166666308,46.8186653237839,4
"171",0,0.873267769813538,5,-120.320833332975,46.8103290062668,22
"172",0,0.906988561153412,5,-120.254166666307,46.8186653237839,0
"173",0,0.879379510879517,5,-120.345833332975,46.8103290062668,8.5
"174",0,0.886789381504059,5,-120.229166666307,46.8270016413011,17
"175",0,0.873267769813538,5,-120.320833332975,46.8103290062668,2.5
"176",0,0.887870192527771,1,-120.295833332974,46.8270016413011,0.5
"177",0,0.903773188591003,4,-120.204166666307,46.8353379588183,2
"178",0,0.883922278881073,5,-120.337499999641,46.8186653237839,2
"179",0,0.886840522289276,5,-120.345833332975,46.8186653237839,13.5
"180",0,0.870577991008759,5,-120.337499999641,46.8270016413011,2
"181",0,0.870577991008759,5,-120.337499999641,46.8270016413011,8
"182",0,0.857962489128113,5,-120.312499999641,46.8353379588183,10
"183",0,0.873267769813538,5,-120.320833332975,46.8103290062668,5.5
"184",0,0.887004911899567,5,-120.06249999964,46.8770195464041,2.5
"185",0,0.873267769813538,5,-120.320833332975,46.8103290062668,26.5
"186",0,0.866816282272339,0,-120.354166666308,46.8270016413011,14.5
"187",0,0.682113468647003,5,-119.987499999639,46.8686832288869,0
"188",0,0.682113468647003,5,-119.987499999639,46.8686832288869,0
"189",0,0.864656150341034,5,-120.304166666308,46.8019926887496,6.5999999
"190",0,0.86959582567215,5,-120.312499999641,46.8019926887496,5.4000001
"191",0,0.883922278881073,5,-120.337499999641,46.8186653237839,12
"192",0,0.85821807384491,5,-120.329166666308,46.8186653237839,5.5999999
"193",0,0.893234014511108,5,-120.237499999641,46.8270016413011,5.1999998
"194",0,0.884740173816681,5,-120.279166666308,46.8353379588183,17.6000004
"195",0,0.874310493469238,5,-120.229166666307,46.8353379588183,7.4000001
"196",0,0.84122109413147,5,-120.004166666306,46.8603469113697,2.2
"197",0,0.80866539478302,5,-120.020833332973,46.8686832288869,0.2
"198",0,0.137927696108818,0,-108.904166666242,48.3692203819755,0
"199",0,0.130850300192833,0,-108.912499999575,48.3692203819755,0
"200",0,0.889720618724823,5,-120.312499999641,46.7769837361981,13
"201",0,0.900134265422821,5,-120.120833332973,46.8103290062668,0
"202",0,0.917590439319611,5,-120.270833332974,46.7769837361981,2.5
"203",0,0.907551169395447,5,-120.279166666308,46.7769837361981,6
"204",0,0.836288154125214,5,-120.329166666308,46.7603111011638,1.5
"205",0,0.908093869686127,3,-120.237499999641,46.8103290062668,9.5
"206",0,0.895961403846741,5,-120.287499999641,46.8019926887496,0.5
"207",0,0.917590439319611,5,-120.270833332974,46.7769837361981,6.5
"208",0,0.875678300857544,5,-120.320833332975,46.768647418681,2
"209",0,0.860844910144806,3,-120.045833332973,46.8353379588183,0
"210",0,0.875678300857544,5,-120.320833332975,46.768647418681,8.1999998
"211",0,0.879319131374359,5,-120.370833332975,46.768647418681,0.6
"212",0,0.846338868141174,5,-120.329166666308,46.768647418681,16.7999992
"213",0,0.853792786598206,5,-120.295833332974,46.768647418681,9
"214",0,0.866192996501923,5,-120.337499999641,46.768647418681,6.8000002
"215",0,0.872923910617828,5,-120.312499999641,46.768647418681,5.5999999
"216",0,0.853792786598206,5,-120.295833332974,46.768647418681,7.4000001
"217",0,0.86575847864151,5,-120.320833332975,46.7769837361981,11.8000002
"218",0,0.87423986196518,5,-120.304166666308,46.7769837361981,2.2
"219",0,0.913883626461029,5,-120.279166666308,46.7853200537153,1.2
"220",0,0.913883626461029,5,-120.279166666308,46.7853200537153,3.4000001
"221",0,0.865817904472351,5,-120.320833332975,46.7853200537153,5.4000001
"222",0,0.920942544937134,4,-120.170833332974,46.7936563712325,13.8000002
"223",0,0.86959582567215,5,-120.312499999641,46.8019926887496,6.5999999
"224",0,0.890466749668121,5,-120.270833332974,46.8019926887496,4.1999998
"225",0,0.896986186504364,4,-120.179166666307,46.8019926887496,1
"226",0,0.890855133533478,1,-120.229166666307,46.8019926887496,2
"227",0,0.767995178699493,5,-119.970833332973,46.8436742763354,12
"228",0,0.775370299816132,5,-119.979166666306,46.8520105938526,6.4000001
"229",0,0.775370299816132,5,-119.979166666306,46.8520105938526,17.2000008
"230",0,0.764550685882568,5,-119.979166666306,46.8603469113697,3.6570001
"231",0,0.842518866062164,5,-120.295833332974,46.7603111011638,4.5
"232",0,0.857040286064148,4,-120.154166666307,46.7853200537153,2.5
"233",0,0.907790064811707,1,-120.16249999964,46.7853200537153,10.5
"234",0,0.832747042179108,5,-120.304166666308,46.7603111011638,5.5
